# f/f0                      Re(j_E_dir)                 Im(j_E_dir)                 Re(j_ortho)                 Im(j_ortho)                 I_E_dir                     I_ortho                    
-1.358332082900752482e+02   -1.975488465211697187e-12   -1.719767781831033981e-12   +2.238508035174997245e-12   +3.465147562158163208e-13   +5.995575082157785301e-33   +4.484335405317791873e-33
-1.358132092900325176e+02   -1.928408065165707413e-12   -1.789993328098365968e-12   +2.211888167467032098e-12   +3.577981362523506536e-13   +6.048572231312754115e-33   +4.386450543767962755e-33
-1.357932102899898155e+02   -1.872589696075859243e-12   -1.853294993781612120e-12   +2.184199237656383874e-12   +3.692041102958638973e-13   +6.062915643406224608e-33   +4.286081990134137607e-33
-1.357732112899471133e+02   -1.808813887738534641e-12   -1.908851935262441907e-12   +2.155469770509029835e-12   +3.803569134114497806e-13   +6.038626633950383201e-33   +4.183252037604782165e-33
-1.357532122899044111e+02   -1.738002431426258391e-12   -1.956010566405103298e-12   +2.125664831988837697e-12   +3.908692000318752032e-13   +5.976707730288054389e-33   +4.077710578931432747e-33
-1.357332132898617090e+02   -1.661202758674598253e-12   -1.994318661332634861e-12   +2.094690363296413412e-12   +4.003453506220773297e-13   +5.879188758969639309e-33   +3.968972171083404354e-33
-1.357132142898189784e+02   -1.579571023656459856e-12   -2.023522245411504269e-12   +2.062399645948601814e-12   +4.083855476231275549e-13   +5.749022346436289848e-33   +3.856364873247359633e-33
-1.356932152897762762e+02   -1.494312683339661846e-12   -2.043603223522713728e-12   +2.028601516178056296e-12   +4.145906411244540366e-13   +5.589986538753673077e-33   +3.739088870587998241e-33
-1.356732162897335741e+02   -1.406684735475076328e-12   -2.054747325631476844e-12   +1.993069906589071203e-12   +4.185677593383370992e-13   +5.406513637252642954e-33   +3.616282643765548187e-33
-1.356532172896908719e+02   -1.317939916974731556e-12   -2.057355538833934840e-12   +1.955554276198729027e-12   +4.199365520138740975e-13   +5.203505353024667118e-33   +3.487094158792081029e-33
-1.356332182896481697e+02   -1.229298856186723479e-12   -2.052032273543022923e-12   +1.915790495272992525e-12   +4.183358913392264981e-13   +4.986155875692412564e-33   +3.350754250996588271e-33
-1.356132192896054676e+02   -1.141945378987506691e-12   -2.039559647470660659e-12   +1.873511776151447101e-12   +4.134307994891062065e-13   +4.759783411144469884e-33   +3.206649100447625742e-33
-1.355932202895627370e+02   -1.056960592906476624e-12   -2.020883185907708007e-12   +1.828459282072727100e-12   +4.049193291809026871e-13   +4.529590930415815294e-33   +3.054388498015764749e-33
-1.355732212895200348e+02   -9.753131584434432876e-13   -1.997076151899849698e-12   +1.780392098771970258e-12   +3.925390970519005259e-13   +4.300511014980583532e-33   +2.893866538627918155e-33
-1.355532222894773327e+02   -8.978530137610603490e-13   -1.969307901235426371e-12   +1.729096313930824616e-12   +3.760731619726660890e-13   +4.077092843479205819e-33   +2.725311500748262912e-33
-1.355332232894346305e+02   -8.252743710457106179e-13   -1.938812414055075393e-12   +1.674393013022656594e-12   +3.553549529146913761e-13   +3.863371110961936080e-33   +2.549322010553184490e-33
-1.355132242893919283e+02   -7.580853402190378804e-13   -1.906849452765430975e-12   +1.616145062593968921e-12   +3.302719836776791198e-13   +3.662769905353555036e-33   +2.366887152612247901e-33
-1.354932252893491977e+02   -6.966616015374191687e-13   -1.874666712518721675e-12   +1.554262609989003966e-12   +3.007681432326112280e-13   +3.478154736587357273e-33   +2.179388955020600387e-33
-1.354732262893064956e+02   -6.411540585457522135e-13   -1.843472959068602902e-12   +1.488707279097288174e-12   +2.668444178507204574e-13   +3.311742576361316602e-33   +1.988586597629058551e-33
-1.354532272892637934e+02   -5.915801513463744538e-13   -1.814407570058905227e-12   +1.419495082888315161e-12   +2.285579806044756346e-13   +3.165254216085158681e-33   +1.796582697387503195e-33
-1.354332282892210628e+02   -5.477438142966337925e-13   -1.788481068381832208e-12   +1.346698104207442898e-12   +1.860196703053938759e-13   +3.039769113635047218e-33   +1.605773031803736883e-33
-1.354132292891783607e+02   -5.093096565146656673e-13   -1.766599622699812413e-12   +1.270445016325306691e-12   +1.393899699221704455e-13   +2.936017202986530654e-33   +1.418781984474603877e-33
-1.353932302891356585e+02   -4.757905956677707667e-13   -1.749493170586690797e-12   +1.190920524687093325e-12   +8.887367818636943462e-14   +2.854251002217308850e-33   +1.238386758381129824e-33
-1.353732312890929563e+02   -4.465646889843474853e-13   -1.737733601832120002e-12   +1.108363812506587066e-12   +3.471354177646343017e-14   +2.794410094931833145e-33   +1.067433943868622566e-33
-1.353532322890502257e+02   -4.208871753623627361e-13   -1.731700069625384100e-12   +1.023066067139916721e-12   -2.281682594682850422e-14   +2.756089297064366893e-33   +9.087523143642053322e-34
-1.353332332890075236e+02   -3.979449023468485915e-13   -1.731604922998501231e-12   +9.353671537908690378e-13   -8.342037438828226791e-14   +2.738691377703294718e-33   +7.650657470427237275e-34
-1.353132342889648214e+02   -3.768399533327705749e-13   -1.737453805816694491e-12   +8.456514904462245689e-13   -1.467840110580882311e-13   +2.741297689286091504e-33   +6.389099474537797483e-34
-1.352932352889221193e+02   -3.566445048173976063e-13   -1.749082855996994903e-12   +7.543431654295588949e-13   -2.125855872861298962e-13   +2.762798056699534207e-33   +5.325562379430959281e-34
-1.352732362888794171e+02   -3.364122426544118097e-13   -1.766153234870565047e-12   +6.619003288355704861e-13   -2.805001293370266344e-13   +2.801839585842021267e-33   +4.479451051841561553e-34
-1.352532372888366865e+02   -3.152248093882977395e-13   -1.788162040518125067e-12   +5.688088832814962490e-13   -3.502050226709134814e-13   +2.856832381544069956e-33   +3.866315535394002543e-34
-1.352332382887939843e+02   -2.921863224406952472e-13   -1.814478054112360772e-12   +4.755754993191968390e-13   -4.213839289087839363e-13   +2.925993501563333324e-33   +3.497436368232997897e-34
-1.352132392887512822e+02   -2.664695867494034568e-13   -1.844353385279431877e-12   +3.827199873914567297e-13   -4.937293015960296007e-13   +3.007348948964585359e-33   +3.379548906455694517e-34
-1.351932402887085800e+02   -2.373393296115462438e-13   -1.876934441314252889e-12   +2.907670716724396117e-13   -5.669434626919206293e-13   +3.098720637484638205e-33   +3.514707969203381228e-34
-1.351732412886658778e+02   -2.041413544039705680e-13   -1.911314079847944608e-12   +2.002376311474345354e-13   -6.407383007472929411e-13   +3.197840292941198611e-33   +3.900289031278366422e-34
-1.351532422886231757e+02   -1.663767434409649468e-13   -1.946525082080923095e-12   +1.116394990072781317e-13   -7.148337475244441533e-13   +3.302320386595924523e-33   +4.529118006427027960e-34
-1.351332432885804451e+02   -1.236332905997859411e-13   -1.981601763115586929e-12   +2.545794145688232172e-14   -7.889552760300919966e-13   +3.409803485991393437e-33   +5.389718385561240537e-34
-1.351132442885377429e+02   -7.566989386969763546e-14   -2.015575086660110949e-12   -5.785403032870759284e-14   -8.628307337653136551e-13   +3.517956254535389897e-33   +6.466662061944348956e-34
-1.350932452884950408e+02   -2.237307523781321638e-14   -2.047518937738290556e-12   -1.378853280811273028e-13   -9.361868755660913170e-13   +3.624598597805170126e-33   +7.741008513517908699e-34
-1.350732462884523386e+02   +3.623880317594383787e-14   -2.076551047501121572e-12   -2.142762152291425884e-13   -1.008745987130234741e-12   +3.727701150687559450e-33   +9.190816050315123354e-34
-1.350532472884096364e+02   +1.000015551854531406e-13   -2.101869639234851798e-12   -2.867272492423536608e-13   -1.080222991204003432e-12   +3.825502787832291675e-33   +1.079170851555716879e-33
-1.350332482883669059e+02   +1.686278717289601297e-13   -2.122764748222342466e-12   -3.550074671940712703e-13   -1.150323403172627039e-12   +3.916535400002858845e-33   +1.251748110390508168e-33
-1.350132492883242037e+02   +2.417241504840120092e-13   -2.138619824097873037e-12   -4.189615286038049831e-13   -1.218742452989390663e-12   +3.999613470556832658e-33   +1.434072977328138338e-33
-1.349932502882814731e+02   +3.187882145724308233e-13   -2.148940279864394007e-12   -4.785155231962854248e-13   -1.285165619181632336e-12   +4.073910717656880089e-33   +1.623348999542338233e-33
-1.349732512882387709e+02   +3.992467730172325686e-13   -2.153352924713009909e-12   -5.336811555929534000e-13   -1.349270732678681659e-12   +4.138939985078793778e-33   +1.816787219082240623e-33
-1.349532522881960688e+02   +4.824614320178885287e-13   -2.151592538888130615e-12   -5.845580355609678419e-13   -1.410731709054270275e-12   +4.194471824614034991e-33   +2.011668295433818656e-33
-1.349332532881533666e+02   +5.677594651917609135e-13   -2.143532213654034812e-12   -6.313338323953888629e-13   -1.469223863664859611e-12   +4.240629237491520107e-33   +2.205402288426899960e-33
-1.349132542881106644e+02   +6.544382748819225930e-13   -2.129151682784784383e-12   -6.742820959569137622e-13   -1.524430661410568981e-12   +4.277734813278558830e-33   +2.395585324119573549e-33
-1.348932552880679339e+02   +7.417988816519725082e-13   -2.108541468849368767e-12   -7.137576048586724268e-13   -1.576051657395590502e-12   +4.306320346391853566e-33   +2.580052454772575539e-33
-1.348732562880252317e+02   +8.291600688740026863e-13   -2.081896047708603061e-12   -7.501891735641592391e-13   -1.623811301842136139e-12   +4.327089039960210875e-33   +2.756926040012149592e-33
-1.348532572879825295e+02   +9.158648354547026986e-13   -2.049498759557632323e-12   -7.840699330257955910e-13   -1.667468216452123706e-12   +4.340842585303570564e-33   +2.924658907974526157e-33
-1.348332582879398274e+02   +1.001311751418263665e-12   -2.011702371817326222e-12   -8.159451913140237013e-13   -1.706824503067961359e-12   +4.348440600713461476e-33   +3.082071402377535331e-33
-1.348132592878971252e+02   +1.084944015932526219e-12   -1.968924542388653424e-12   -8.463980778274165336e-13   -1.741734620894431540e-12   +4.350762810576005458e-33   +3.228381198569528007e-33
-1.347932602878544230e+02   +1.166270050082814255e-12   -1.921626877979015019e-12   -8.760332726875646227e-13   -1.772113366469675637e-12   +4.348670226687081933e-33   +3.363224509208313802e-33
-1.347732612878116925e+02   +1.244863025036420118e-12   -1.870293729793261062e-12   -9.054592168177973843e-13   -1.797942510842221957e-12   +4.342946269141543497e-33   +3.486667044783529517e-33
-1.347532622877689903e+02   +1.320361626723477627e-12   -1.815423680936478209e-12   -9.352692827630388526e-13   -1.819275689959373794e-12   +4.334290788464370040e-33   +3.599202904681504818e-33
-1.347332632877262881e+02   +1.392462016646885275e-12   -1.757510939121210373e-12   -9.660224565137047771e-13   -1.836241205349249941e-12   +4.323268187984268361e-33   +3.701739516704307045e-33
-1.347132642876835860e+02   +1.460924086758804505e-12   -1.697025342855805265e-12   -9.982241320316098709e-13   -1.849042470368709232e-12   +4.310293202337332997e-33   +3.795566880850001978e-33
-1.346932652876408838e+02   +1.525554213453502265e-12   -1.634405491016403672e-12   -1.032307649370345844e-12   -1.857955929648669782e-12   +4.295609831289173692e-33   +3.882309758969215832e-33
-1.346732662875981532e+02   +1.586197875162006465e-12   -1.570047865833417848e-12   -1.068617211993685646e-12   -1.863326382369977537e-12   +4.279280197964997349e-33   +3.963862115566309461e-33
-1.346532672875554510e+02   +1.642738314837250278e-12   -1.504289908979343209e-12   -1.107392798247757207e-12   -1.865559749631203701e-12   +4.261178665163341548e-33   +4.042304055551429254e-33
-1.346332682875127489e+02   +1.695077306370366636e-12   -1.437410255565644740e-12   -1.148757636433664926e-12   -1.865113437925943774e-12   +4.240987803171534703e-33   +4.119802684642001033e-33
-1.346132692874700467e+02   +1.743130294222133563e-12   -1.369624709221670448e-12   -1.192708744328695996e-12   -1.862484559753958038e-12   +4.218217666234894860e-33   +4.198499662365308873e-33
-1.345932702874273446e+02   +1.786818114320602894e-12   -1.301081161917453419e-12   -1.239110945153105616e-12   -1.858196373575540284e-12   +4.192213792919602609e-33   +4.280389618127659055e-33
-1.345732712873846140e+02   +1.826059014090573232e-12   -1.231865739175995597e-12   -1.287694666486545268e-12   -1.852783393599463476e-12   +4.162190824709709107e-33   +4.367194925419853946e-33
-1.345532722873419118e+02   +1.860758219030061849e-12   -1.162009454839970381e-12   -1.338057710655298728e-12   -1.846775690532071195e-12   +4.127253081796320910e-33   +4.460243435067572512e-33
-1.345332732872991812e+02   +1.890813194497030248e-12   -1.091488353478036268e-12   -1.389671058983092671e-12   -1.840682953295714424e-12   +4.086447326419559566e-33   +4.560356516897194362e-33
-1.345132742872564791e+02   +1.916099155539445393e-12   -1.020243343149004226e-12   -1.441888642441338528e-12   -1.834978905673864561e-12   +4.038788902876028709e-33   +4.667755031479461311e-33
-1.344932752872137769e+02   +1.936477885172755858e-12   -9.481889624706643996e-13   -1.493960881890096159e-12   -1.830086668988303369e-12   +3.983331603004463791e-33   +4.781990564627356190e-33
-1.344732762871710747e+02   +1.951793466687034059e-12   -8.752239162859822552e-13   -1.545051676333980525e-12   -1.826365631770338736e-12   +3.919194933566477394e-33   +4.901908366161397749e-33
-1.344532772871283726e+02   +1.961872190310156351e-12   -8.012515169064848357e-13   -1.594258401210411815e-12   -1.824100331083631140e-12   +3.845613277694219472e-33   +5.025646951552541270e-33
-1.344332782870856420e+02   +1.966529623013388725e-12   -7.261932361118407930e-13   -1.640634374252524327e-12   -1.823491770293995166e-12   +3.761988093630489831e-33   +5.150677314469870721e-33
-1.344132792870429398e+02   +1.965576978028896359e-12   -6.499986516765051543e-13   -1.683213157218889474e-12   -1.824651498677732770e-12   +3.667925974751150136e-33   +5.273882275925812709e-33
-1.343932802870002376e+02   +1.958816759320741087e-12   -5.726659045039394446e-13   -1.721033990867285331e-12   -1.827598664408350145e-12   +3.563244340830381191e-33   +5.391673823345494069e-33
-1.343732812869575355e+02   +1.946060622008493082e-12   -4.942514327224997892e-13   -1.753167610708501404e-12   -1.832260130061164134e-12   +3.448026568866486974e-33   +5.500143567666196492e-33
-1.343532822869148333e+02   +1.927131996231955659e-12   -4.148730989054055881e-13   -1.778741664750221771e-12   -1.838473615029326064e-12   +3.322611337548519771e-33   +5.595238887231524958e-33
-1.343332832868721312e+02   +1.901865698000371038e-12   -3.347246006991965173e-13   -1.796964953485897912e-12   -1.845993708360658176e-12   +3.187573121909259792e-33   +5.672955156626091130e-33
-1.343132842868294006e+02   +1.870130005314431699e-12   -2.540766140906140213e-13   -1.807149738009967833e-12   -1.854500484222281175e-12   +3.043754512943105755e-33   +5.729532883718716525e-33
-1.342932852867866984e+02   +1.831825475172316599e-12   -1.732713098903650522e-13   -1.808731414650455442e-12   -1.863610355451735546e-12   +2.892212179437018687e-33   +5.761647769245802042e-33
-1.342732862867439962e+02   +1.786893500958097165e-12   -9.272586971097842754e-14   -1.801284933192891147e-12   -1.872888722396279972e-12   +2.734194567409263216e-33   +5.766581773719369610e-33
-1.342532872867012941e+02   +1.735334044428998506e-12   -1.291969581044927171e-14   -1.784537438699982718e-12   -1.881863917258669552e-12   +2.571135983993468561e-33   +5.742364266372210644e-33
-1.342332882866585919e+02   +1.677206740739506269e-12   +6.561437060139364543e-14   -1.758376740987048899e-12   -1.890041909982122179e-12   +2.404599578359305993e-33   +5.687874196767961492e-33
-1.342132892866158613e+02   +1.612639785433597980e-12   +1.423009695086711487e-13   -1.722855356623388376e-12   -1.896921230706363879e-12   +2.236244318730181983e-33   +5.602896842768040009e-33
-1.341932902865731592e+02   +1.541848165421635536e-12   +2.165407439908338619e-13   -1.678190020471612616e-12   -1.902007575266077613e-12   +2.067818536943859278e-33   +5.488131842521124838e-33
-1.341732912865304570e+02   +1.465134315743269668e-12   +2.877269291176658798e-13   -1.624756720964110831e-12   -1.904827592478971656e-12   +1.901105107942526904e-33   +5.345152647591248911e-33
-1.341532922864877548e+02   +1.382890622984886382e-12   +3.552600288801694601e-13   -1.563081468737262791e-12   -1.904941402716569537e-12   +1.737876123665329305e-33   +5.176320940744679642e-33
-1.341332932864450243e+02   +1.295622456161306176e-12   +4.185681603863615347e-13   -1.493827154952113109e-12   -1.901953463593722569e-12   +1.579900114059321400e-33   +4.984662645520121702e-33
-1.341132942864023221e+02   +1.203932622337482112e-12   +4.771278003047042266e-13   -1.417776986972450136e-12   -1.895521477294339746e-12   +1.428857042256331072e-33   +4.773714647235352288e-33
-1.340932952863596199e+02   +1.108529502036701065e-12   +5.304727987210671573e-13   -1.335815099102506466e-12   -1.885363121613259779e-12   +1.286307391660722020e-33   +4.547353039387279598e-33
-1.340732962863168893e+02   +1.010234620960757386e-12   +5.782151155412467933e-13   -1.248905019959895563e-12   -1.871260479637313169e-12   +1.153662857858448190e-33   +4.309614481414565800e-33
-1.340532972862741872e+02   +9.099589268965668953e-13   +6.200578788269639989e-13   -1.158066732332095285e-12   -1.853062137489483542e-12   +1.032097260957562824e-33   +4.064522074286659033e-33
-1.340332982862314850e+02   +8.087050486592519696e-13   +6.558043770866951631e-13   -1.064353084198181932e-12   -1.830683012110350022e-12   +9.225140349086609773e-34   +3.815926094659534014e-33
-1.340132992861887828e+02   +7.075564396843164459e-13   +6.853619733974862466e-13   -9.688263008162411766e-13   -1.804102058117041086e-12   +8.254910182784802882e-34   +3.567368124528302172e-33
-1.339933002861460807e+02   +6.076499553386945696e-13   +7.087525561599656974e-13   -8.725353088726146563e-13   -1.773358080992945074e-12   +7.412295319358788613e-34   +3.321974781579850431e-33
-1.339733012861033501e+02   +5.101610789859332929e-13   +7.261163480961836932e-13   -7.764945176100414554e-13   -1.738543950112646045e-12   +6.695409444845618894e-34   +3.082384640964073670e-33
-1.339533022860606479e+02   +4.162849668413210353e-13   +7.377001879823557372e-13   -6.816646128079587588e-13   -1.699799556681361596e-12   +6.098324285569571482e-34   +2.850709293322786046e-33
-1.339333032860179458e+02   +3.271927087149081458e-13   +7.438685952091433047e-13   -5.889358126395620086e-13   -1.657303896401508917e-12   +5.611335630202788931e-34   +2.628527037113731425e-33
-1.339133042859752436e+02   +2.440240192758926475e-13   +7.450837022784456794e-13   -4.991139155428854810e-13   -1.611266673139729124e-12   +5.221482230929760869e-34   +2.416905643170628121e-33
-1.338933052859325414e+02   +1.678419156495355077e-13   +7.419090383060554637e-13   -4.129093454047480869e-13   -1.561919817457753415e-12   +4.913387826543523659e-34   +2.216449085957308120e-33
-1.338733062858898393e+02   +9.960713806488369784e-14   +7.349918345786752828e-13   -3.309292746294410287e-13   -1.509509292991771529e-12   +4.670268675071018389e-34   +2.027362174778692663e-33
-1.338533072858471087e+02   +4.015258063071655909e-14   +7.250516818167405818e-13   -2.536727868305653275e-13   -1.454287525679493372e-12   +4.475184570951400594e-34   +1.849526641874997255e-33
-1.338333082858044065e+02   -9.851033213834004879e-15   +7.128664048824653852e-13   -1.815289332335125911e-13   -1.396506738107350305e-12   +4.312336012281044868e-34   +1.682582400681804076e-33
-1.338133092857617044e+02   -4.991939382455919527e-14   +6.992655550470066254e-13   -1.147774449012193837e-13   -1.336413406883219184e-12   +4.168458756068618644e-34   +1.526008282347088063e-33
-1.337933102857190022e+02   -7.975660270769368018e-14   +6.851025661071154807e-13   -5.359179024074341131e-14   -1.274243988744602395e-12   +4.033770776367143391e-34   +1.379197472052951954e-33
-1.337733112856763000e+02   -9.928681204232562373e-14   +6.712519799504025497e-13   +1.955783577379170715e-15   -1.210221985142026348e-12   +3.902960896326165114e-34   +1.241523969304211491e-33
-1.337533122856335694e+02   -1.086732381498647434e-13   +6.585825566458660717e-13   +5.188761435389616731e-14   -1.144556339479952952e-12   +3.775561688532429177e-34   +1.112397564608794482e-33
-1.337333132855908673e+02   -1.082862949597267226e-13   +6.479442831637197190e-13   +9.631278740145643143e-14   -1.077441089986835837e-12   +3.655973493024304821e-34   +9.913059531684934180e-34
-1.337133142855481651e+02   -9.873137258310206766e-14   +6.401470575686397657e-13   +1.354184733916842408e-13   -1.009056137842408886e-12   +3.553068889795092142e-34   +8.778436146128707594e-34
-1.336933152855054345e+02   -8.082473249031848656e-14   +6.359637485290666737e-13   +1.694607818533596838e-13   -9.395689375905849575e-13   +3.479586901801015680e-34   +7.717279261369467267e-34
-1.336733162854627324e+02   -5.558390770122547492e-14   +6.360934324853348017e-13   +1.987554194005213184e-13   -8.691368772358708959e-13   +3.450800198884732001e-34   +6.728036230746918197e-34
-1.336533172854200302e+02   -2.419561447770942039e-14   +6.411540330505689870e-13   +2.236683802797776702e-13   -7.979100901998936187e-13   +3.483270771838553823e-34   +5.810371784266803918e-34
-1.336333182853773280e+02   +1.200938697473560206e-14   +6.516770148693270913e-13   +2.446068306125672622e-13   -7.260344312816714860e-13   +3.593575056068647788e-34   +4.965029609222961454e-34
-1.336133192853345975e+02   +5.159400162927610170e-14   +6.680887989386971310e-13   +2.620102824704591739e-13   -6.536543540059640488e-13   +3.796953030466070417e-34   +4.193631786687581386e-34
-1.335933202852918953e+02   +9.302078821180962103e-14   +6.907068703145504356e-13   +2.763420950983221789e-13   -5.809154467529823875e-13   +4.106277811945275426e-34   +3.498436526113362228e-34
-1.335733212852491931e+02   +1.347289050610016535e-13   +7.197081326518975652e-13   +2.880812928739052251e-13   -5.079664187358991131e-13   +4.531018743602126684e-34   +2.882074164310842471e-34
-1.335533222852064910e+02   +1.751540134844237492e-13   +7.551818843143710503e-13   +2.977146565059007349e-13   -4.349603725752918024e-13   +5.077539939741355361e-34   +2.347280243051372900e-34
-1.335333232851637888e+02   +2.127714026863919617e-13   +7.970505665971009442e-13   +3.057290275718368950e-13   -3.620552556526608023e-13   +5.748194997774539271e-34   +1.896642730919017402e-34
-1.335133242851210866e+02   +2.461266765388713135e-13   +8.451266096033788078e-13   +3.126037672210924030e-13   -2.894134447808994803e-13   +6.542345666402319758e-34   +1.532378117537823349e-34
-1.334933252850783560e+02   +2.738836412190942240e-13   +8.990880346203172483e-13   +3.188033264951740074e-13   -2.172004845871537278e-13   +7.456713395690235568e-34   +1.256148158398148981e-34
-1.334733262850356539e+02   +2.948401611180460282e-13   +9.584946098576760669e-13   +3.247699156014234747e-13   -1.455830654663049646e-13   +8.486284540487024224e-34   +1.068925484229537635e-34
-1.334533272849929517e+02   +3.079647161392487844e-13   +1.022784044549607308e-12   +3.309162988169113502e-13   -7.472638776456362443e-14   +9.625040225734089343e-34   +9.709121797474401419e-35
-1.334333282849502496e+02   +3.124393471125697213e-13   +1.091302032146808547e-12   +3.376187860078171529e-13   -4.791110655185053896e-15   +1.086720129869193323e-33   +9.615109606488387428e-35
-1.334133292849075474e+02   +3.076382873381692730e-13   +1.163285270917384133e-12   +3.452105362873438895e-13   +6.406987716869457426e-14   +1.220714597905486627e-33   +1.039344033072553207e-34
-1.333933302848648168e+02   +2.931468775677268291e-13   +1.237905588360082853e-12   +3.539753296013732541e-13   +1.317146058628480800e-13   +1.364031422231339260e-33   +1.202310507682732162e-34
-1.333733312848221146e+02   +2.688138457985594776e-13   +1.314266577127965398e-12   +3.641419940975985612e-13   +1.980148299444844959e-13   +1.516312354993107214e-33   +1.447669818925210273e-34
-1.333533322847794125e+02   +2.346855660227488661e-13   +1.391429687187479493e-12   +3.758796979921558713e-13   +2.628582466419600888e-13   +1.677248896917637832e-33   +1.772136415661860426e-34
-1.333333332847367103e+02   +1.910413487994914650e-13   +1.468440908284886995e-12   +3.892943222593942446e-13   +3.261499204243802503e-13   +1.846564612214065472e-33   +2.171970400111484724e-34
-1.333133342846940081e+02   +1.383521425507291089e-13   +1.544340002935199776e-12   +4.044261239010768833e-13   +3.878127626568944323e-13   +2.023902541579103098e-33   +2.643049994896221621e-34
-1.332933352846513060e+02   +7.730479833986759770e-14   +1.618178343746238237e-12   +4.212488787786872601e-13   +4.477869852323460774e-13   +2.208740096602704631e-33   +3.180914696691291951e-34
-1.332733362846085754e+02   +8.739381931034139922e-15   +1.689055658044530364e-12   +4.396706588455835675e-13   +5.060285261633270148e-13   +2.400330430971949815e-33   +3.780772478898101025e-34
-1.332533372845658448e+02   -6.635817947579496780e-14   +1.756121860383898780e-12   +4.595363525583775382e-13   +5.625065274666748076e-13   +2.597586937863379144e-33   +4.437469965259735791e-34
-1.332333382845231426e+02   -1.468807186068296086e-13   +1.818599831787737120e-12   +4.806319812088666219e-13   +6.172000247572270843e-13   +2.799038104075242731e-33   +5.145430473197663302e-34
-1.332133392844804405e+02   -2.316527835309406613e-13   +1.875808758665674906e-12   +5.026908001944841864e-13   +6.700940774143806233e-13   +3.002831149109954716e-33   +5.898570491338569271e-34
-1.331933402844377383e+02   -3.194265399201388269e-13   +1.927166782139377604e-12   +5.254011053700927781e-13   +7.211756223099328785e-13   +3.206704293943550466e-33   +6.690209785071805095e-34
-1.331733412843950362e+02   -4.089408386742960727e-13   +1.972202695304381178e-12   +5.484155933413664975e-13   +7.704293683531640583e-13   +3.408041346700783184e-33   +7.512993290356832728e-34
-1.331533422843523056e+02   -4.989504274639127048e-13   +2.010561147322503321e-12   +5.713620538092475738e-13   +8.178340605280002911e-13   +3.603949852388114347e-33   +8.358843814594864658e-34
-1.331333432843096034e+02   -5.882367500357174687e-13   +2.042012941560461383e-12   +5.938551049176850252e-13   +8.633594294376097595e-13   +3.791378138260378774e-33   +9.218963110990039694e-34
-1.331133442842669012e+02   -6.756611419125124021e-13   +2.066443895875555951e-12   +6.155086221880533102e-13   +9.069641062136782208e-13   +3.967225978086990912e-33   +1.008389519805500714e-33
-1.330933452842241991e+02   -7.601733955523729590e-13   +2.083860686578791369e-12   +6.359484612435691470e-13   +9.485947252922718307e-13   +4.128503406695624642e-33   +1.094366019568279889e-33
-1.330733462841814969e+02   -8.408322694773247663e-13   +2.094366394646916855e-12   +6.548250372205441292e-13   +9.881863628098720088e-13   +4.272403701302495460e-33   +1.178796001371265630e-33
-1.330533472841387947e+02   -9.168392781223733040e-13   +2.098169215012358844e-12   +6.718253023436961962e-13   +1.025664371189376015e-12   +4.396517602658993461e-33   +1.260644969864257942e-33
-1.330333482840960642e+02   -9.875321242937625922e-13   +2.095559058686214995e-12   +6.866836599352445723e-13   +1.060947576606375310e-12   +4.498877824064870479e-33   +1.338906094647183803e-33
-1.330133492840533620e+02   -1.052405661710276246e-12   +2.086887601293056604e-12   +6.991913697676760616e-13   +1.093952711532688357e-12   +4.578037824982844630e-33   +1.412635804346076959e-33
-1.329933502840106598e+02   -1.111119618297517662e-12   +2.072555001892184686e-12   +7.092040369353120640e-13   +1.124599865489514134e-12   +4.633140893847944529e-33   +1.480990201652137815e-33
-1.329733512839679577e+02   -1.163485601939118361e-12   +2.052995755944921422e-12   +7.166468340603627608e-13   +1.152818659065857667e-12   +4.663925892991617163e-33   +1.543259658327577621e-33
-1.329533522839252555e+02   -1.209471898286051864e-12   +2.028653657451211788e-12   +7.215171832876501120e-13   +1.178554783998158340e-12   +4.670701572791956592e-33   +1.598898985303829092e-33
-1.329333532838825249e+02   -1.249197550373446972e-12   +1.999966531329394623e-12   +7.238847176890709286e-13   +1.201776509424054940e-12   +4.654315557927415034e-33   +1.647550861301484544e-33
-1.329133542838398228e+02   -1.282911961950115891e-12   +1.967352575681462696e-12   +7.238884478060377937e-13   +1.222480733877680454e-12   +4.616078097450216737e-33   +1.689060711099543833e-33
-1.328933552837971206e+02   -1.310984169681705381e-12   +1.931193039431322650e-12   +7.217311735955024186e-13   +1.240698165438688882e-12   +4.557675560053805028e-33   +1.723481892994559001e-33
-1.328733562837544184e+02   -1.333887571972492400e-12   +1.891821717196064775e-12   +7.176712997857151401e-13   +1.256497238625961207e-12   +4.481086824263033168e-33   +1.751070806875497574e-33
-1.328533572837117163e+02   -1.352169238440052847e-12   +1.849518646955246723e-12   +7.120123278618112061e-13   +1.269986424810293397e-12   +4.388471429140785832e-33   +1.772272283820945819e-33
-1.328333582836689857e+02   -1.366439828403843052e-12   +1.804503656492593258e-12   +7.050904047675247351e-13   +1.281314660720109659e-12   +4.282099663380840076e-33   +1.787696282472538608e-33
-1.328133592836262835e+02   -1.377344026033328488e-12   +1.756934953589304999e-12   +6.972604012878522867e-13   +1.290669703661370408e-12   +4.164257003337683025e-33   +1.798087428075268809e-33
-1.327933602835835529e+02   -1.385533709156014914e-12   +1.706912724113650934e-12   +6.888810669191249753e-13   +1.298274318340483548e-12   +4.037172882818083160e-33   +1.804289242262819939e-33
