# f/f0                      Re(j_E_dir)                 Im(j_E_dir)                 Re(j_ortho)                 Im(j_ortho)                 I_E_dir                     I_ortho                    
-1.969901504206774518e+02   -5.496726499404699908e-13   -3.391191093674906134e-13   +7.387054007458262683e-13   -5.184465450007110598e-14   +7.667568598680782165e-34   +1.007976613990286517e-33
-1.969701514206347213e+02   -5.515494796014706516e-13   -3.460282901203202290e-13   +7.464643655034497145e-13   +4.463948564501232982e-15   +7.790989899934982903e-34   +1.024046016832972548e-33
-1.969501524205920191e+02   -5.523494981953261416e-13   -3.504416126049313655e-13   +7.511873970084477647e-13   +5.803468075502843729e-14   +7.862110690396128601e-34   +1.042986370988607737e-33
-1.969301534205493169e+02   -5.525265577027410001e-13   -3.525178428444461587e-13   +7.530040823510604523e-13   +1.083671514948339912e-13   +7.890918915970396141e-34   +1.063180077941008738e-33
-1.969101544205065863e+02   -5.524903961031709460e-13   -3.525081742764170808e-13   +7.520463375127421535e-13   +1.550074713336081863e-13   +7.888457195304620445e-34   +1.082877644067757296e-33
-1.968901554204638842e+02   -5.526096094845411311e-13   -3.507471367964005025e-13   +7.484468925695991606e-13   +1.975522314727966621e-13   +7.866532778319696023e-34   +1.100283214041116619e-33
-1.968701564204211820e+02   -5.531870488421635322e-13   -3.476545789265989063e-13   +7.423387476943138432e-13   +2.356515998975870988e-13   +7.837005196968776717e-34   +1.113643132366883033e-33
-1.968501574203784799e+02   -5.544562385293643663e-13   -3.437148567176933738e-13   +7.338555919771848816e-13   +2.690114452349654572e-13   +7.811221140185408927e-34   +1.121332874741123830e-33
-1.968301584203357777e+02   -5.565671942998655011e-13   -3.394555199066171434e-13   +7.231331131255656869e-13   +2.973944334269653850e-13   +7.799274139702739127e-34   +1.121937755299537357e-33
-1.968101594202930471e+02   -5.595839488780135932e-13   -3.354470807573168896e-13   +7.103110654329708475e-13   +3.206200838770789728e-13   +7.809832667333923814e-34   +1.114323203931222282e-33
-1.967901604202503449e+02   -5.634831141002947106e-13   -3.322689738001287508e-13   +6.955359103620013018e-13   +3.385638182785964700e-13   +7.849646831036229251e-34   +1.097691090674310045e-33
-1.967701614202076428e+02   -5.681485188941231058e-13   -3.304933189798526468e-13   +6.789638025207772187e-13   +3.511550835335410605e-13   +7.923295363703387314e-34   +1.071619493983649217e-33
-1.967501624201649406e+02   -5.733910550078805175e-13   -3.306676649964970827e-13   +6.607636667712903728e-13   +3.583746763383226341e-13   +8.033534113076664052e-34   +1.036084386507417681e-33
-1.967301634201222384e+02   -5.789414513965842852e-13   -3.332919711711712462e-13   +6.411201016488402143e-13   +3.602514372669119504e-13   +8.181098839607853289e-34   +9.914628528920756855e-34
-1.967101644200795363e+02   -5.844655961285213124e-13   -3.388029210107182374e-13   +6.202358508772773625e-13   +3.568585128881049298e-13   +8.365121282273850752e-34   +9.385185628306834519e-34
-1.966901654200368057e+02   -5.895767119068693123e-13   -3.475521529010252984e-13   +5.983336078946829472e-13   +3.483094025345721869e-13   +8.583428909252979048e-34   +8.783712094668992516e-34
-1.966701664199941035e+02   -5.938459777821363015e-13   -3.597942827842579952e-13   +5.756569560032930316e-13   +3.347540095859917463e-13   +8.832904274691507718e-34   +8.124524138235256218e-34
-1.966501674199514014e+02   -5.968219983916859555e-13   -3.756685015260431121e-13   +5.524702959923782302e-13   +3.163749045082859464e-13   +9.109874822642224544e-34   +7.424511376008011457e-34
-1.966301684199086992e+02   -5.980451816714678146e-13   -3.951971858645428755e-13   +5.290576699766932344e-13   +2.933839786914928878e-13   +9.410488910141247593e-34   +6.702519130959820034e-34
-1.966101694198659970e+02   -5.970598530844242247e-13   -4.182709329125133024e-13   +5.057204504501549278e-13   +2.660196260375162209e-13   +9.730694028636353111e-34   +5.978691917063019272e-34
-1.965901704198232665e+02   -5.934346603236911328e-13   -4.446485334397491701e-13   +4.827739228572196381e-13   +2.345445362310836573e-13   +1.006639824305688543e-33   +5.273808597737632123e-34
-1.965701714197805643e+02   -5.867786867922838766e-13   -4.739617367656709416e-13   +4.605428444082171588e-13   +1.992441237592456919e-13   +1.041342229226842164e-33   +4.608635235818888550e-34
-1.965501724197378337e+02   -5.767495115734942642e-13   -5.057161419120226375e-13   +4.393561082433053796e-13   +1.604255547718446168e-13   +1.076703712269288139e-33   +4.003315917551977624e-34
-1.965301734196951315e+02   -5.630751073485562988e-13   -5.393021671783149057e-13   +4.195406782523495497e-13   +1.184172748779032458e-13   +1.112181970121262848e-33   +3.476815591922651880e-34
-1.965101744196524294e+02   -5.455565063895412419e-13   -5.740100518634451839e-13   +4.014149848540941378e-13   +7.356888979148299091e-14   +1.147110593116556672e-33   +3.046422970435726323e-34
-1.964901754196097272e+02   -5.240825489989924933e-13   -6.090424007908065467e-13   +3.852819859996957986e-13   +2.625121157303915897e-14   +1.180665554135736540e-33   +2.727316434161413145e-34
-1.964701764195670251e+02   -4.986348770296947853e-13   -6.435385580745488671e-13   +3.714221016518216708e-13   -2.314374081725741926e-14   +1.211843957802587154e-33   +2.532192169565246249e-34
-1.964501774195242945e+02   -4.692909177378933649e-13   -6.765980997631398594e-13   +3.600862258583659126e-13   -7.420300506392047506e-14   +1.239457469490842354e-33   +2.470951650990770846e-34
-1.964301784194815923e+02   -4.362257367570595976e-13   -7.073008952634567191e-13   +3.514890104631577956e-13   -1.264934114527503938e-13   +1.262139822565493986e-33   +2.550445107227965525e-34
-1.964101794194388901e+02   -3.997155309489095715e-13   -7.347361663490147368e-13   +3.458026007115322782e-13   -1.795629734227113134e-13   +1.278405926460355205e-33   +2.774268526398564820e-34
-1.963901804193961880e+02   -3.601253911738352110e-13   -7.580322704234876050e-13   +3.431509874492530667e-13   -2.329430751373076125e-13   +1.286720309666835833e-33   +3.142613664464575343e-34
-1.963701814193534858e+02   -3.179083249828221162e-13   -7.763759318342923782e-13   +3.436051246979576044e-13   -2.861515485464926403e-13   +1.285585290301368869e-33   +3.652172922868882542e-34
-1.963501824193107836e+02   -2.735992511811969881e-13   -7.890454840990536520e-13   +3.471789458507449584e-13   -3.386966762644915849e-13   +1.273679681607474263e-33   +4.296103326361228443e-34
-1.963301834192680531e+02   -2.277934768844250420e-13   -7.954311018178186605e-13   +3.538263966617572486e-13   -3.900820984624778753e-13   +1.249960542591849939e-33   +5.064055699449186071e-34
-1.963101844192253509e+02   -1.811434900145082641e-13   -7.950510438987782344e-13   +3.634395880703971018e-13   -4.398125459053307890e-13   +1.213778474254296310e-33   +5.942276164117885950e-34
-1.962901854191826487e+02   -1.343406291363530476e-13   -7.875779216297414274e-13   +3.758481558023479217e-13   -4.874002707586952051e-13   +1.164997281181682659e-33   +6.913787067772905569e-34
-1.962701864191399466e+02   -8.809366174123263643e-14   -7.728499801220970002e-13   +3.908198955276408067e-13   -5.323720046713331008e-13   +1.104054019265064842e-33   +7.958653355541734764e-34
-1.962501874190972444e+02   -4.311917081645738144e-14   -7.508709011597050225e-13   +4.080627210996970375e-13   -5.742762418420741970e-13   +1.031966183415766423e-33   +9.054338308914280765e-34
-1.962301884190545138e+02   -1.214045701331216101e-16   -7.218278623452389128e-13   +4.272279683113316686e-13   -6.126906243780591793e-13   +9.503506605718396079e-34   +1.017614965354118682e-33
-1.962101894190118117e+02   +4.023093955255372478e-14   -6.860841389568051162e-13   +4.479150373415143219e-13   -6.472291985127188607e-13   +8.613379146481353004e-34   +1.129777350407673972e-33
-1.961901904189691095e+02   +7.731860520396784809e-14   -6.441692320732900073e-13   +4.696773338913268871e-13   -6.775493127002509981e-13   +7.674527300392073745e-34   +1.239188967688374204e-33
-1.961701914189264073e+02   +1.105803854254863989e-13   -5.967760529282324440e-13   +4.920294326247322228e-13   -7.033579412398061974e-13   +6.714827353272243741e-34   +1.343085775294133316e-33
-1.961501924188837052e+02   +1.395487446572319230e-13   -5.447407750793255326e-13   +5.144553482562738374e-13   -7.244172384507839110e-13   +5.762975342647811308e-34   +1.438745907654340370e-33
-1.961301934188410030e+02   +1.638402758560578884e-13   -4.890207161145774069e-13   +5.364177610655499421e-13   -7.405491568317373109e-13   +4.846529202633933207e-34   +1.523567577492248674e-33
-1.961101944187982724e+02   +1.831819332928648580e-13   -4.306762989370413315e-13   +5.573680067417767841e-13   -7.516389962195576555e-13   +3.990287106814864691e-34   +1.595148402968985001e-33
-1.960901954187555418e+02   +1.974196087131459354e-13   -3.708422149663175825e-13   +5.767566072681450494e-13   -7.576377878421723945e-13   +3.214678893064589755e-34   +1.651363540153420975e-33
-1.960701964187128397e+02   +2.065137782963841645e-13   -3.106884744835327806e-13   +5.940440920825409087e-13   -7.585634554713622544e-13   +2.534370939807332053e-34   +1.690439723291443404e-33
-1.960501974186701375e+02   +2.105519079835723125e-13   -2.514100416169784361e-13   +6.087118388051901221e-13   -7.545007339254458011e-13   +1.957879546756788507e-34   +1.711022131108197167e-33
-1.960301984186274353e+02   +2.097481712839517044e-13   -1.941719847732202455e-13   +6.202726519403928053e-13   -7.455998613882549134e-13   +1.487090174427170576e-34   +1.712230938706650101e-33
-1.960101994185847332e+02   +2.044346565800336849e-13   -1.400931066339590374e-13   +6.282807972584938166e-13   -7.320740951216107273e-13   +1.117761946383206222e-34   +1.693704514409634379e-33
-1.959902004185420026e+02   +1.950526414884454410e-13   -9.021038920212206807e-14   +6.323412196455585269e-13   -7.141961291163839538e-13   +8.403109143860115490e-35   +1.655626507454219743e-33
-1.959702014184993004e+02   +1.821563871019957809e-13   -4.545367883114403140e-14   +6.321176931521413970e-13   -6.922935163294684711e-13   +6.411903994230870434e-35   +1.598734563826179325e-33
-1.959502024184565983e+02   +1.663853098225360682e-13   -6.611823033629054083e-15   +6.273396832561705186e-13   -6.667432169939166476e-13   +5.043030490277253360e-35   +1.524309105507431032e-33
-1.959302034184138961e+02   +1.484527159824557378e-13   +2.567950154777988724e-14   +6.178077418618898526e-13   -6.379654079220412318e-13   +4.127323730819151852e-35   +1.434141493808482231e-33
-1.959102044183711939e+02   +1.291313904304149456e-13   +5.095528651958858179e-14   +6.033973036704837015e-13   -6.064166959432198813e-13   +3.503574532344906677e-35   +1.330481928360440247e-33
-1.958902054183284918e+02   +1.092344409174985354e-13   +6.895133752152252482e-14   +5.840608061521845781e-13   -5.725828819849534245e-13   +3.033013469865099819e-35   +1.215968545529602756e-33
-1.958702064182857612e+02   +8.958007702543362077e-14   +7.959349011326237166e-14   +5.598281119740602190e-13   -5.369714214210775665e-13   +2.609561231947449859e-35   +1.093540291937838470e-33
-1.958502074182430590e+02   +7.098513927953174490e-14   +8.300103870196616214e-14   +5.308052696946311034e-13   -5.001037218458218778e-13   +2.167219593768682760e-35   +9.663371686593711020e-34
-1.958302084182003568e+02   +5.424697731213644267e-14   +7.950231510332461816e-14   +4.971717030789202890e-13   -4.625074121807666830e-13   +1.682722546028516116e-35   +8.375922777720929238e-34
-1.958102094181576547e+02   +4.009240920426008037e-14   +6.960398295486204529e-14   +4.591759688229847179e-13   -4.247087077464770386e-13   +1.171811498397441620e-35   +7.105206740015502361e-34
-1.957902104181149525e+02   +2.917813499650122811e-14   +5.400051258169143401e-14   +4.171302643932077699e-13   -3.872249853835192516e-13   +6.840861603873795138e-36   +5.882102699865704154e-34
-1.957702114180722219e+02   +2.208353936388899830e-14   +3.353590862278331241e-14   +3.714039000244316582e-13   -3.505576715537559391e-13   +2.927081121735216261e-36   +4.735199329663515097e-34
-1.957502124180295198e+02   +1.925029667001180634e-14   +9.187638417513948073e-15   +3.224159701614201359e-13   -3.151855351082837384e-13   +8.258250539550935638e-37   +3.689894460851981776e-34
-1.957302134179868176e+02   +2.100702515846666520e-14   -1.794330321404056184e-14   +2.706274688716607611e-13   -2.815584654656144398e-13   +1.385069650793021107e-36   +2.767652263347320434e-34
-1.957102144179441154e+02   +2.754324694103829654e-14   -4.668992839234010506e-14   +2.165330907797215528e-13   -2.500918064911521082e-13   +5.331500172540542406e-36   +1.985446616369897484e-34
-1.956902154179014133e+02   +3.888705840816347812e-14   -7.583008744027165887e-14   +1.606529444166872880e-13   -2.211613064341452885e-13   +1.317357531975500322e-35   +1.355407435510976381e-34
-1.956702164178586827e+02   +5.493055556236128171e-14   -1.041188414793899164e-13   +1.035243797890903667e-13   -1.950987347304052872e-13   +2.513263687595248520e-35   +8.846743444086465144e-35
-1.956502174178159805e+02   +7.540041886324916308e-14   -1.303259200928439187e-13   +4.569409840314415918e-14   -1.721882070796612415e-13   +4.110535921436842282e-35   +5.754502467015997151e-35
-1.956302184177732499e+02   +9.986972622861361337e-14   -1.532818976424762251e-13   -1.228932554423708914e-14   -1.526632506573504574e-13   +6.067411957564708489e-35   +4.252370155123881175e-35
-1.956102194177305478e+02   +1.277719006458919260e-13   -1.718833006874503567e-13   -6.988242660383309376e-14   -1.367046313653611364e-13   +8.313660622974991664e-35   +4.272274110815787482e-35
-1.955902204176878456e+02   +1.584150601186005053e-13   -1.851488147350878269e-13   -1.265532882346770465e-13   -1.244389544841083591e-13   +1.075934597800795032e-34   +5.708219118847254632e-35
-1.955702214176451434e+02   +1.909949929683623666e-13   -1.922212931216084253e-13   -1.817874366681004956e-13   -1.159380389628981067e-13   +1.330309722954868819e-34   +8.422365279456287910e-35
-1.955502224176024413e+02   +2.246045232983860411e-13   -1.924080715325768449e-13   -2.350932159873566549e-13   -1.112190540530733231e-13   +1.584349735543106031e-34   +1.225167670545465838e-34
-1.955302234175597107e+02   +2.582728168825531117e-13   -1.851924177849243801e-13   -2.860066957014171310e-13   -1.102453954360948667e-13   +1.829105485970304267e-34   +1.701482330582210695e-34
-1.955102244175170085e+02   +2.909814633873111240e-13   -1.702431152218573381e-13   -3.340961753944452185e-13   -1.129282669760514902e-13   +2.057806475937901366e-34   +2.251905539794844246e-34
-1.954902254174743064e+02   +3.216994906879973881e-13   -1.474357864650261221e-13   -3.789663531016591733e-13   -1.191289243457741028e-13   +2.266919216619024349e-34   +2.856681651448551853e-34
-1.954702264174316042e+02   +3.494033586804904700e-13   -1.168309382200093566e-13   -4.202622151372813409e-13   -1.286615286629558842e-13   +2.456569098691754744e-34   +3.496190710594600700e-34
-1.954502274173889020e+02   +3.731024069665817292e-13   -7.870183414733592324e-14   -4.576726864045293780e-13   -1.412965523951867529e-13   +2.630994090796687731e-34   +4.151505548878270568e-34
-1.954302284173461999e+02   +3.918985568896608789e-13   -3.350710255820463938e-14   -4.909340538989965206e-13   -1.567646764047256269e-13   +2.798845737456845492e-34   +4.804878893694667345e-34
-1.954102294173034693e+02   +4.049634454985848334e-13   +1.811478451506054553e-14   -5.198331450301319878e-13   -1.747611160347556267e-13   +2.972208752465450934e-34   +5.440152613640552751e-34
-1.953902304172607671e+02   +4.115952441829127425e-13   +7.536372815131441852e-14   -5.442102098377026205e-13   -1.949503151832540467e-13   +3.166305469582965069e-34   +6.043083336742340980e-34
-1.953702314172180650e+02   +4.112363614105557189e-13   +1.373104463836446218e-13   -5.639614256119404490e-13   -2.169709496422302755e-13   +3.398514443502130612e-34   +6.601580347687787296e-34
